kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1681, susp=1.996818904794365]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1673, susp=1.996818904794365]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1667, susp=1.996818904794365]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDataset(ILorg/jfree/data/category/CategoryDataset;)V 0.0, lineNumber=1357, susp=1.9900022722108612]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDataset(ILorg/jfree/data/category/CategoryDataset;)V 0.0, lineNumber=1353, susp=1.9900022722108612]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getRangeAxis(I)Lorg/jfree/chart/axis/ValueAxis; 0.0, lineNumber=1046, susp=1.9895478300386276]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=1797, susp=1.9831856396273575]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=1792, susp=1.9831856396273575]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{setPlot(Lorg/jfree/chart/plot/CategoryPlot;)V 0.0, lineNumber=293, susp=1.9536468984321744]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{datasetChanged(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=2341, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{datasetChanged(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=2337, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToRangeAxes(ILjava/util/List;)V 0.0, lineNumber=1523, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1463, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1459, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1453, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1449, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToDomainAxes(ILjava/util/List;)V 0.0, lineNumber=1426, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getDataset(I)Lorg/jfree/data/category/CategoryDataset; 0.0, lineNumber=1321, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{configureRangeAxes()V 0.0, lineNumber=1293, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRangeAxisLocation(ILorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=1232, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRangeAxisLocation(ILorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=1227, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getRangeAxis(I)Lorg/jfree/chart/axis/ValueAxis; 0.0, lineNumber=1044, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getRangeAxis(I)Lorg/jfree/chart/axis/ValueAxis; 0.0, lineNumber=1041, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{configureDomainAxes()V 0.0, lineNumber=1015, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDomainAxisLocation(ILorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=951, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDomainAxisLocation(ILorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=946, susp=1.9477391501931378]
kali-susp:Candidate [className=org.jfree.data.general.AbstractDataset, methodName=org.jfree.data.general.AbstractDataset{notifyListeners(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=191, susp=1.9359236537150648]
kali-susp:Candidate [className=org.jfree.chart.util.AbstractObjectList, methodName=org.jfree.chart.util.AbstractObjectList{indexOf(Ljava/lang/Object;)I 0.0, lineNumber=162, susp=1.911838218586685]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=288, susp=1.9113837764144512]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=278, susp=1.9113837764144512]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=273, susp=1.9113837764144512]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=270, susp=1.9113837764144512]
kali-susp:Candidate [className=org.jfree.chart.renderer.AbstractRenderer, methodName=org.jfree.chart.renderer.AbstractRenderer{addChangeListener(Lorg/jfree/chart/event/RendererChangeListener;)V 0.0, lineNumber=2892, susp=1.9100204498977504]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects, methodName=org.jfree.data.KeyedObjects{setObject(Ljava/lang/Comparable;Ljava/lang/Object;)V 0.0, lineNumber=206, susp=1.893206089525108]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects, methodName=org.jfree.data.KeyedObjects{getIndex(Ljava/lang/Comparable;)I 0.0, lineNumber=133, susp=1.893206089525108]
kali-susp:Candidate [className=org.jfree.chart.util.AbstractObjectList, methodName=org.jfree.chart.util.AbstractObjectList{set(ILjava/lang/Object;)V 0.0, lineNumber=126, susp=1.8768461713246989]
kali-susp:Candidate [className=org.jfree.chart.util.AbstractObjectList, methodName=org.jfree.chart.util.AbstractObjectList{set(ILjava/lang/Object;)V 0.0, lineNumber=123, susp=1.8768461713246989]
kali-susp:Candidate [className=org.jfree.chart.util.AbstractObjectList, methodName=org.jfree.chart.util.AbstractObjectList{get(I)Ljava/lang/Object; 0.0, lineNumber=110, susp=1.8763917291524654]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{notifyListeners(Lorg/jfree/chart/event/PlotChangeEvent;)V 0.0, lineNumber=969, susp=1.871392865257896]
kali-susp:Candidate [className=org.jfree.chart.renderer.RenderAttributes, methodName=org.jfree.chart.renderer.RenderAttributes{setDefaultFillPaint(Ljava/awt/Paint;)V 0.0, lineNumber=265, susp=1.778686662122245]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1940, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinkStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=1871, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setExplodePercent(Ljava/lang/Comparable;D)V 0.0, lineNumber=1636, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setExplodePercent(Ljava/lang/Comparable;D)V 0.0, lineNumber=1633, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=1488, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionOutlinePaint(Ljava/awt/Paint;)V 0.0, lineNumber=1295, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1073, susp=0.0]
