kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=1793, susp=1.0]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(Lorg/jfree/chart/renderer/category/CategoryItemRenderer;)V 0.0, lineNumber=1613, susp=0.19999999999999996]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1682, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1681, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1679, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1678, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1675, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1674, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1673, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1672, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1667, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRenderer(ILorg/jfree/chart/renderer/category/CategoryItemRenderer;Z)V 0.0, lineNumber=1665, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDataset(Lorg/jfree/data/category/CategoryDataset;)V 0.0, lineNumber=1339, susp=0.06666666666666665]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDataset(ILorg/jfree/data/category/CategoryDataset;)V 0.0, lineNumber=1358, susp=0.045454545454545414]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDataset(ILorg/jfree/data/category/CategoryDataset;)V 0.0, lineNumber=1365, susp=0.04347826086956519]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDataset(ILorg/jfree/data/category/CategoryDataset;)V 0.0, lineNumber=1362, susp=0.04347826086956519]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDataset(ILorg/jfree/data/category/CategoryDataset;)V 0.0, lineNumber=1357, susp=0.04347826086956519]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDataset(ILorg/jfree/data/category/CategoryDataset;)V 0.0, lineNumber=1356, susp=0.04347826086956519]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDataset(ILorg/jfree/data/category/CategoryDataset;)V 0.0, lineNumber=1353, susp=0.04347826086956519]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDataset(ILorg/jfree/data/category/CategoryDataset;)V 0.0, lineNumber=1352, susp=0.04347826086956519]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getRangeAxis(I)Lorg/jfree/chart/axis/ValueAxis; 0.0, lineNumber=1046, susp=0.04166666666666663]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getRangeAxis(I)Lorg/jfree/chart/axis/ValueAxis; 0.0, lineNumber=1045, susp=0.04166666666666663]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=1798, susp=0.02631578947368418]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=1797, susp=0.02631578947368418]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=1796, susp=0.02631578947368418]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=1795, susp=0.02631578947368418]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=1792, susp=0.02631578947368418]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=1791, susp=0.02631578947368418]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getIndexOf(Lorg/jfree/chart/renderer/category/CategoryItemRenderer;)I 0.0, lineNumber=1727, susp=0.02631578947368418]
kali-susp:Candidate [className=org.jfree.chart.LegendItemCollection, methodName=org.jfree.chart.LegendItemCollection{getItemCount()I 0.0, lineNumber=107, susp=0.01388888888888884]
kali-susp:Candidate [className=org.jfree.data.category.DefaultCategoryDataset, methodName=org.jfree.data.category.DefaultCategoryDataset{addValue(DLjava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=259, susp=0.010752688172043001]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{setPlot(Lorg/jfree/chart/plot/CategoryPlot;)V 0.0, lineNumber=296, susp=0.009708737864077666]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{setPlot(Lorg/jfree/chart/plot/CategoryPlot;)V 0.0, lineNumber=293, susp=0.009708737864077666]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{datasetChanged(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=2347, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{datasetChanged(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=2346, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{datasetChanged(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=2345, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{datasetChanged(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=2341, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{datasetChanged(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=2337, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{datasetChanged(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=2336, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{datasetChanged(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=2335, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{datasetChanged(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=2334, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToRangeAxes(ILjava/util/List;)V 0.0, lineNumber=1530, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToRangeAxes(ILjava/util/List;)V 0.0, lineNumber=1528, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToRangeAxes(ILjava/util/List;)V 0.0, lineNumber=1527, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToRangeAxes(ILjava/util/List;)V 0.0, lineNumber=1526, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToRangeAxes(ILjava/util/List;)V 0.0, lineNumber=1523, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToRangeAxis(II)V 0.0, lineNumber=1509, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToRangeAxis(II)V 0.0, lineNumber=1508, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToRangeAxis(II)V 0.0, lineNumber=1507, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1466, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1463, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1459, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1458, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1457, susp=0.008620689655172376]
